Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      12/12          std::_Tuple_impl<1ul, unsigned long>::_M_head(std::_Tuple_impl<1ul, unsigned long>&) [72]
[64]     0.0    0.00    0.00      12         std::_Head_base<1ul, unsigned long, false>::_M_head(std::_Head_base<1ul, unsigned long, false>&) [64]
-----------------------------------------------
                0.00    0.00      12/12          std::_Tuple_impl<1ul, unsigned long>::_Tuple_impl<unsigned long&>(unsigned long&) [73]
[65]     0.0    0.00    0.00      12         std::_Head_base<1ul, unsigned long, false>::_Head_base<unsigned long&>(unsigned long&) [65]
                0.00    0.00      12/125         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [25]
-----------------------------------------------
                0.00    0.00      12/12          std::thread::thread<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [96]
[66]     0.0    0.00    0.00      12         std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::unique_ptr<std::default_delete<std::thread::_State>, void>(std::thread::_State*) [66]
                0.00    0.00      12/12          std::__uniq_ptr_data<std::thread::_State, std::default_delete<std::thread::_State>, true, true>::__uniq_ptr_impl(std::thread::_State*) [75]
-----------------------------------------------
                0.00    0.00      12/12          std::thread::thread<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [96]
[67]     0.0    0.00    0.00      12         std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr() [67]
                0.00    0.00      12/24          std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr() [45]
-----------------------------------------------
                0.00    0.00      12/12          void (*&std::__get_helper<0ul, void (*)(unsigned char), unsigned long>(std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>&))(unsigned char) [99]
[68]     0.0    0.00    0.00      12         std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>::_M_head(std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>&) [68]
                0.00    0.00      12/12          std::_Head_base<0ul, void (*)(unsigned char), false>::_M_head(std::_Head_base<0ul, void (*)(unsigned char), false>&) [60]
-----------------------------------------------
                0.00    0.00      12/12          std::tuple<void (*)(unsigned char), unsigned long>::tuple<void (&)(unsigned char), unsigned long&, true>(void (&)(unsigned char), unsigned long&) [77]
[69]     0.0    0.00    0.00      12         std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>::_Tuple_impl<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [69]
                0.00    0.00      12/125         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [25]
                0.00    0.00      12/12          std::_Tuple_impl<1ul, unsigned long>::_Tuple_impl<unsigned long&>(unsigned long&) [73]
                0.00    0.00      12/101         void (&std::forward<void (&)(unsigned char)>(std::remove_reference<void (&)(unsigned char)>::type&))(unsigned char) [26]
                0.00    0.00      12/12          std::_Head_base<0ul, void (*)(unsigned char), false>::_Head_base(void (* const&)(unsigned char)) [61]
-----------------------------------------------
                0.00    0.00      12/12          std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >::tuple<true, true>() [78]
[70]     0.0    0.00    0.00      12         std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_Tuple_impl() [70]
                0.00    0.00      12/12          std::_Tuple_impl<1ul, std::default_delete<std::thread::_State> >::_Tuple_impl() [71]
                0.00    0.00      12/12          std::_Head_base<0ul, std::thread::_State*, false>::_Head_base() [62]
-----------------------------------------------
                0.00    0.00      12/12          std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_Tuple_impl() [70]
[71]     0.0    0.00    0.00      12         std::_Tuple_impl<1ul, std::default_delete<std::thread::_State> >::_Tuple_impl() [71]
                0.00    0.00      12/12          std::_Head_base<1ul, std::default_delete<std::thread::_State>, true>::_Head_base() [63]
-----------------------------------------------
                0.00    0.00      12/12          unsigned long& std::__get_helper<1ul, unsigned long>(std::_Tuple_impl<1ul, unsigned long>&) [100]
[72]     0.0    0.00    0.00      12         std::_Tuple_impl<1ul, unsigned long>::_M_head(std::_Tuple_impl<1ul, unsigned long>&) [72]
                0.00    0.00      12/12          std::_Head_base<1ul, unsigned long, false>::_M_head(std::_Head_base<1ul, unsigned long, false>&) [64]
-----------------------------------------------
                0.00    0.00      12/12          std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>::_Tuple_impl<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [69]
[73]     0.0    0.00    0.00      12         std::_Tuple_impl<1ul, unsigned long>::_Tuple_impl<unsigned long&>(unsigned long&) [73]
                0.00    0.00      12/125         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [25]
                0.00    0.00      12/12          std::_Head_base<1ul, unsigned long, false>::_Head_base<unsigned long&>(unsigned long&) [65]
-----------------------------------------------
                0.00    0.00      12/12          worker(unsigned char) [1]
[74]     0.0    0.00    0.00      12         void std::this_thread::sleep_for<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [74]
                0.00    0.00      12/12          std::chrono::duration<long, std::ratio<1l, 1000l> >::zero() [86]
                0.00    0.00      12/12          bool std::chrono::operator<=<long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [90]
                0.00    0.00      12/12          std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1l> > >::value, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [81]
                0.00    0.00      12/12          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1l> > const&) [92]
                0.00    0.00      12/12          std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [79]
                0.00    0.00      12/24          std::chrono::duration<long, std::ratio<1l, 1l> >::count() const [42]
                0.00    0.00      12/15          std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [52]
-----------------------------------------------
                0.00    0.00      12/12          std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::unique_ptr<std::default_delete<std::thread::_State>, void>(std::thread::_State*) [66]
[75]     0.0    0.00    0.00      12         std::__uniq_ptr_data<std::thread::_State, std::default_delete<std::thread::_State>, true, true>::__uniq_ptr_impl(std::thread::_State*) [75]
                0.00    0.00      12/12          std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*) [76]
-----------------------------------------------
                0.00    0.00      12/12          std::__uniq_ptr_data<std::thread::_State, std::default_delete<std::thread::_State>, true, true>::__uniq_ptr_impl(std::thread::_State*) [75]
[76]     0.0    0.00    0.00      12         std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*) [76]
                0.00    0.00      12/12          std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >::tuple<true, true>() [78]
                0.00    0.00      12/24          std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr() [45]
-----------------------------------------------
                0.00    0.00      12/12          std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> >::_Invoker<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [95]
[77]     0.0    0.00    0.00      12         std::tuple<void (*)(unsigned char), unsigned long>::tuple<void (&)(unsigned char), unsigned long&, true>(void (&)(unsigned char), unsigned long&) [77]
                0.00    0.00      12/125         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [25]
                0.00    0.00      12/101         void (&std::forward<void (&)(unsigned char)>(std::remove_reference<void (&)(unsigned char)>::type&))(unsigned char) [26]
                0.00    0.00      12/12          std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>::_Tuple_impl<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [69]
-----------------------------------------------
                0.00    0.00      12/12          std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*) [76]
[78]     0.0    0.00    0.00      12         std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >::tuple<true, true>() [78]
                0.00    0.00      12/12          std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_Tuple_impl() [70]
-----------------------------------------------
                0.00    0.00      12/12          void std::this_thread::sleep_for<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [74]
[79]     0.0    0.00    0.00      12         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [79]
                0.00    0.00      12/12          std::chrono::duration<long, std::ratio<1l, 1000000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::ratio<1000000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [83]
-----------------------------------------------
                0.00    0.00      12/12          std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, std::ratio<1l, 1l>, void>(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [88]
[80]     0.0    0.00    0.00      12         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [80]
                0.00    0.00      12/12          std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [84]
-----------------------------------------------
                0.00    0.00      12/12          void std::this_thread::sleep_for<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [74]
[81]     0.0    0.00    0.00      12         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1l> > >::value, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [81]
                0.00    0.00      12/12          std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [85]
-----------------------------------------------
                0.00    0.00      12/12          std::chrono::duration<long, std::ratio<1l, 1000l> >::zero() [86]
[82]     0.0    0.00    0.00      12         std::chrono::duration_values<long>::zero() [82]
-----------------------------------------------
                0.00    0.00      12/12          std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [79]
[83]     0.0    0.00    0.00      12         std::chrono::duration<long, std::ratio<1l, 1000000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::ratio<1000000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [83]
                0.00    0.00      12/84          std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [27]
                0.00    0.00      12/13          std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [58]
-----------------------------------------------
                0.00    0.00      12/12          std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [80]
[84]     0.0    0.00    0.00      12         std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [84]
                0.00    0.00      12/24          std::chrono::duration<long, std::ratio<1l, 1l> >::count() const [42]
                0.00    0.00      12/36          std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&) [33]
-----------------------------------------------
                0.00    0.00      12/12          std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1l> > >::value, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [81]
[85]     0.0    0.00    0.00      12         std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [85]
                0.00    0.00      12/84          std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [27]
                0.00    0.00      12/12          std::chrono::duration<long, std::ratio<1l, 1l> >::duration<long, void>(long const&) [89]
-----------------------------------------------
                0.00    0.00      12/12          void std::this_thread::sleep_for<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [74]
[86]     0.0    0.00    0.00      12         std::chrono::duration<long, std::ratio<1l, 1000l> >::zero() [86]
                0.00    0.00      12/12          std::chrono::duration_values<long>::zero() [82]
                0.00    0.00      12/36          std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&) [33]
-----------------------------------------------
                0.00    0.00      12/12          worker(unsigned char) [1]
[87]     0.0    0.00    0.00      12         std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<int, void>(int const&) [87]
-----------------------------------------------
                0.00    0.00      12/12          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1l> > const&) [92]
[88]     0.0    0.00    0.00      12         std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, std::ratio<1l, 1l>, void>(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [88]
                0.00    0.00      12/12          std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [80]
                0.00    0.00      12/84          std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [27]
-----------------------------------------------
                0.00    0.00      12/12          std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [85]
[89]     0.0    0.00    0.00      12         std::chrono::duration<long, std::ratio<1l, 1l> >::duration<long, void>(long const&) [89]
-----------------------------------------------
                0.00    0.00      12/12          void std::this_thread::sleep_for<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [74]
[90]     0.0    0.00    0.00      12         bool std::chrono::operator<=<long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [90]
                0.00    0.00      12/12          bool std::chrono::operator< <long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [91]
-----------------------------------------------
                0.00    0.00      12/12          bool std::chrono::operator<=<long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [90]
[91]     0.0    0.00    0.00      12         bool std::chrono::operator< <long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [91]
                0.00    0.00      24/84          std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [27]
-----------------------------------------------
                0.00    0.00      12/12          void std::this_thread::sleep_for<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [74]
[92]     0.0    0.00    0.00      12         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1l> > const&) [92]
                0.00    0.00      24/84          std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [27]
                0.00    0.00      12/12          std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, std::ratio<1l, 1l>, void>(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [88]
                0.00    0.00      12/36          std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&) [33]
-----------------------------------------------
                0.00    0.00      12/12          std::thread::thread<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [96]
[93]     0.0    0.00    0.00      12         std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> > >::_State_impl<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [93]
                0.00    0.00      12/12          std::thread::_State::_State() [94]
                0.00    0.00      12/125         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [25]
                0.00    0.00      12/101         void (&std::forward<void (&)(unsigned char)>(std::remove_reference<void (&)(unsigned char)>::type&))(unsigned char) [26]
                0.00    0.00      12/12          std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> >::_Invoker<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [95]
-----------------------------------------------
                0.00    0.00      12/12          std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> > >::_State_impl<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [93]
[94]     0.0    0.00    0.00      12         std::thread::_State::_State() [94]
-----------------------------------------------
                0.00    0.00      12/12          std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> > >::_State_impl<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [93]
[95]     0.0    0.00    0.00      12         std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> >::_Invoker<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [95]
                0.00    0.00      12/125         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [25]
                0.00    0.00      12/12          std::tuple<void (*)(unsigned char), unsigned long>::tuple<void (&)(unsigned char), unsigned long&, true>(void (&)(unsigned char), unsigned long&) [77]
                0.00    0.00      12/101         void (&std::forward<void (&)(unsigned char)>(std::remove_reference<void (&)(unsigned char)>::type&))(unsigned char) [26]
-----------------------------------------------
                0.00    0.00       5/12          void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (&)(unsigned char), unsigned long&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (&)(unsigned char), unsigned long&) [121]
                0.00    0.00       7/12          std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [97]
[96]     0.0    0.00    0.00      12         std::thread::thread<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [96]
                0.00    0.00      12/54          std::thread::id::id() [29]
                0.00    0.00      12/125         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [25]
                0.00    0.00      12/101         void (&std::forward<void (&)(unsigned char)>(std::remove_reference<void (&)(unsigned char)>::type&))(unsigned char) [26]
                0.00    0.00      12/12          std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> > >::_State_impl<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [93]
                0.00    0.00      12/12          std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::unique_ptr<std::default_delete<std::thread::_State>, void>(std::thread::_State*) [66]
                0.00    0.00      12/12          std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr() [67]
-----------------------------------------------
                0.00    0.00      12/12          main [18]
[97]     0.0    0.00    0.00      12         std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [97]
                0.00    0.00      26/125         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [25]
                0.00    0.00      26/101         void (&std::forward<void (&)(unsigned char)>(std::remove_reference<void (&)(unsigned char)>::type&))(unsigned char) [26]
                0.00    0.00      12/12          std::vector<std::thread, std::allocator<std::thread> >::back() [98]
                0.00    0.00       7/27          operator new(unsigned long, void*) [41]
                0.00    0.00       7/12          std::thread::thread<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [96]
                0.00    0.00       5/18          std::vector<std::thread, std::allocator<std::thread> >::end() [51]
                0.00    0.00       5/5           void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (&)(unsigned char), unsigned long&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (&)(unsigned char), unsigned long&) [121]
-----------------------------------------------
                0.00    0.00      12/12          std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [97]
[98]     0.0    0.00    0.00      12         std::vector<std::thread, std::allocator<std::thread> >::back() [98]
                0.00    0.00      12/18          std::vector<std::thread, std::allocator<std::thread> >::end() [51]
                0.00    0.00      12/12          __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator-(long) const [59]
                0.00    0.00      12/18          __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator*() const [50]
-----------------------------------------------
                0.00    0.00      12/12          std::tuple_element<0ul, std::tuple<void (*)(unsigned char), unsigned long> >::type&& std::get<0ul, void (*)(unsigned char), unsigned long>(std::tuple<void (*)(unsigned char), unsigned long>&&) [101]
[99]     0.0    0.00    0.00      12         void (*&std::__get_helper<0ul, void (*)(unsigned char), unsigned long>(std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>&))(unsigned char) [99]
                0.00    0.00      12/12          std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>::_M_head(std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>&) [68]
-----------------------------------------------
                0.00    0.00      12/12          std::tuple_element<1ul, std::tuple<void (*)(unsigned char), unsigned long> >::type&& std::get<1ul, void (*)(unsigned char), unsigned long>(std::tuple<void (*)(unsigned char), unsigned long>&&) [102]
[100]    0.0    0.00    0.00      12         unsigned long& std::__get_helper<1ul, unsigned long>(std::_Tuple_impl<1ul, unsigned long>&) [100]
                0.00    0.00      12/12          std::_Tuple_impl<1ul, unsigned long>::_M_head(std::_Tuple_impl<1ul, unsigned long>&) [72]
-----------------------------------------------
                0.00    0.00      12/12          void std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [2]
[101]    0.0    0.00    0.00      12         std::tuple_element<0ul, std::tuple<void (*)(unsigned char), unsigned long> >::type&& std::get<0ul, void (*)(unsigned char), unsigned long>(std::tuple<void (*)(unsigned char), unsigned long>&&) [101]
                0.00    0.00      12/12          void (*&std::__get_helper<0ul, void (*)(unsigned char), unsigned long>(std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>&))(unsigned char) [99]
                0.00    0.00      12/36          void (*&&std::forward<void (*)(unsigned char)>(std::remove_reference<void (*)(unsigned char)>::type&))(unsigned char) [34]
-----------------------------------------------
                0.00    0.00      12/12          void std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [2]
[102]    0.0    0.00    0.00      12         std::tuple_element<1ul, std::tuple<void (*)(unsigned char), unsigned long> >::type&& std::get<1ul, void (*)(unsigned char), unsigned long>(std::tuple<void (*)(unsigned char), unsigned long>&&) [102]
                0.00    0.00      12/12          unsigned long& std::__get_helper<1ul, unsigned long>(std::_Tuple_impl<1ul, unsigned long>&) [100]
                0.00    0.00      12/36          unsigned long&& std::forward<unsigned long>(std::remove_reference<unsigned long>::type&) [35]
-----------------------------------------------
                0.00    0.00      12/12          void std::_Destroy_aux<false>::__destroy<std::thread*>(std::thread*, std::thread*) [127]
[103]    0.0    0.00    0.00      12         void std::_Destroy<std::thread>(std::thread*) [103]
                0.00    0.00      12/27          std::thread::~thread() [39]
-----------------------------------------------
                0.00    0.00       1/11          std::vector<std::thread, std::allocator<std::thread> >::~vector() [140]
                0.00    0.00      10/11          void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (&)(unsigned char), unsigned long&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (&)(unsigned char), unsigned long&) [121]
[104]    0.0    0.00    0.00      11         std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator() [104]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::thread, std::allocator<std::thread> >::max_size() const [106]
[105]    0.0    0.00    0.00      10         std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator() const [105]
-----------------------------------------------
